Participant,Part,Source,File,Condition,Staircase,Score
pp5,part C,STpp5.43,st-gb135,31,3,4.52
pp5,part C,STpp5.43,st-gb135,31,4,4.19
pp5,part C,STpp5.43,st-gb135,32,1,3.49
pp5,part C,STpp5.43,st-gb135,32,2,3.49
pp5,part C,STpp5.43,st-gb135,32,3,4.61
pp5,part C,STpp5.43,st-gb135,32,4,3.49
pp5,part C,STpp5.43,st-gb165,33,1,3.98
pp5,part C,STpp5.43,st-gb165,33,2,4.05
pp5,part C,STpp5.43,st-gb165,33,3,7.23
pp5,part C,STpp5.43,st-gb165,33,4,3.63
pp5,part C,STpp5.43,st-gb105,34,1,2.66
pp5,part C,STpp5.43,st-gb105,34,2,3.20
pp5,part C,STpp5.43,st-gb105,34,3,6.99
pp5,part C,STpp5.43,st-gb105,34,4,3.08
pp5,part C,STpp5.44,st-gb135,32,1,3.49
pp5,part C,STpp5.44,st-gb135,32,2,3.63
pp5,part C,STpp5.44,st-gb135,32,3,3.14
pp5,part C,STpp5.44,st-gb135,32,4,2.81
pp5,part C,STpp5.44,st-gb135,31,1,4.69
pp5,part C,STpp5.44,st-gb135,31,2,4.85
pp5,part C,STpp5.44,st-gb135,31,3,5.42
pp5,part C,STpp5.44,st-gb135,31,4,4.12
pp5,part C,STpp5.44,st-gb165,33,1,3.26
pp5,part C,STpp5.44,st-gb165,33,2,3.26
pp5,part C,STpp5.44,st-gb165,33,3,3.43
pp5,part C,STpp5.44,st-gb165,33,4,2.86
pp5,part C,STpp5.44,st-gb105,34,1,3.98
pp5,part C,STpp5.44,st-gb105,34,2,3.14
pp5,part C,STpp5.44,st-gb105,34,3,3.37
pp5,part C,STpp5.44,st-gb105,34,4,4.77
pp5,part C,STpp5.45,st-gb135,31,1,3.03
pp5,part C,STpp5.45,st-gb135,31,2,4.36
pp5,part C,STpp5.45,st-gb135,31,3,4.36
pp5,part C,STpp5.45,st-gb135,31,4,3.63
pp5,part C,STpp5.45,st-gb135,32,1,4.85
pp5,part C,STpp5.45,st-gb135,32,2,5.63
pp5,part C,STpp5.45,st-gb135,32,3,2.71
pp5,part C,STpp5.45,st-gb135,32,4,2.62
pp5,part C,STpp5.45,st-gb105,34,1,2.91
pp5,part C,STpp5.45,st-gb105,34,2,2.91
pp5,part C,STpp5.45,st-gb105,34,3,2.97
pp5,part C,STpp5.45,st-gb105,34,4,4.36
pp5,part C,STpp5.45,st-gb165,33,1,3.84
pp5,part C,STpp5.45,st-gb165,33,2,3.56
pp5,part C,STpp5.45,st-gb165,33,3,4.69
pp5,part C,STpp5.45,st-gb165,33,4,3.14
pp5,part C,STpp5.42,st-gb135,32,1,1.92
pp5,part C,STpp5.42,st-gb135,32,2,2.81
pp5,part C,STpp5.42,st-gb135,32,3,2.57
pp5,part C,STpp5.42,st-gb135,32,4,3.70
pp5,part C,STpp5.42,st-gb135,31,1,6.63
pp5,part C,STpp5.42,st-gb135,31,2,4.52
pp5,part C,STpp5.42,st-gb135,31,3,4.61
pp5,part C,STpp5.42,st-gb135,31,4,9.20
pp5,part C,STpp5.42,st-gb105,34,1,3.43
pp5,part C,STpp5.42,st-gb105,34,2,2.66
pp5,part C,STpp5.42,st-gb105,34,3,2.52
pp5,part C,STpp5.42,st-gb105,34,4,3.08
pp5,part C,STpp5.42,st-gb165,33,1,3.91
pp5,part C,STpp5.42,st-gb165,33,2,4.05
pp5,part C,STpp5.42,st-gb165,33,3,4.65
pp5,part C,STpp5.42,st-gb165,33,4,6.03
pp5,part C,STpp5.42,st-gb135,31,1,3.70
pp5,part C,STpp5.42,st-gb135,31,2,3.14
pp5,part C,STpp5.42,st-gb135,31,3,4.52
pp5,part C,STpp5.42,st-gb135,31,4,4.19
pp5,part B,STpp5.30,st-gb135,21,1,3.91
pp5,part B,STpp5.30,st-gb135,21,2,2.26
pp5,part B,STpp5.30,st-gb135,21,3,2.86
pp5,part B,STpp5.30,st-gb135,21,4,4.44
pp5,part B,STpp5.30,st-gb045,22,1,3.77
pp5,part B,STpp5.30,st-gb045,22,2,2.38
pp5,part B,STpp5.30,st-gb045,22,3,2.57
pp5,part B,STpp5.30,st-gb045,22,4,2.66
pp5,part B,STpp5.30,st-gb105,24,1,3.49
pp5,part B,STpp5.30,st-gb105,24,2,3.91
pp5,part B,STpp5.30,st-gb105,24,3,3.03
pp5,part B,STpp5.30,st-gb105,24,4,4.27
pp5,part B,STpp5.30,st-gb165,23,1,5.32
pp5,part B,STpp5.30,st-gb165,23,2,4.77
pp5,part B,STpp5.30,st-gb165,23,3,4.61
pp5,part B,STpp5.30,st-gb165,23,4,4.36
pp5,part B,STpp5.25,st-gb045,22,1,1.22
pp5,part B,STpp5.25,st-gb045,22,2,2.47
pp5,part B,STpp5.25,st-gb045,22,3,2.22
pp5,part B,STpp5.25,st-gb045,22,4,3.08
pp5,part B,STpp5.25,st-gb135,21,1,2.52
pp5,part B,STpp5.25,st-gb135,21,2,2.76
pp5,part B,STpp5.25,st-gb135,21,3,3.98
pp5,part B,STpp5.25,st-gb135,21,4,2.52
pp5,part B,STpp5.25,st-gb165,23,1,4.36
pp5,part B,STpp5.25,st-gb165,23,2,5.83
pp5,part B,STpp5.25,st-gb165,23,3,3.98
pp5,part B,STpp5.25,st-gb165,23,4,3.32
pp5,part B,STpp5.25,st-gb105,24,1,5.93
pp5,part B,STpp5.25,st-gb105,24,2,4.77
pp5,part B,STpp5.25,st-gb105,24,3,3.14
pp5,part B,STpp5.25,st-gb105,24,4,5.83
pp5,part B,STpp5.22,st-gb135,21,1,3.03
pp5,part B,STpp5.22,st-gb135,21,2,4.52
pp5,part B,STpp5.22,st-gb135,21,3,4.28
pp5,part B,STpp5.22,st-gb135,21,4,2.86
pp5,part B,STpp5.22,st-gb045,22,1,2.02
pp5,part B,STpp5.22,st-gb045,22,2,3.84
pp5,part B,STpp5.22,st-gb045,22,3,1.95
pp5,part B,STpp5.22,st-gb045,22,4,1.63
pp5,part B,STpp5.22,st-gb105,24,1,3.98
pp5,part B,STpp5.22,st-gb105,24,2,4.36
pp5,part B,STpp5.22,st-gb105,24,3,5.63
pp5,part B,STpp5.22,st-gb105,24,4,2.34
pp5,part B,STpp5.22,st-gb165,23,1,2.52
pp5,part B,STpp5.22,st-gb165,23,2,3.26
pp5,part B,STpp5.22,st-gb165,23,3,5.63
pp5,part B,STpp5.22,st-gb165,23,4,3.08
pp5,part B,STpp5.23,st-gb045,22,1,2.26
pp5,part B,STpp5.23,st-gb045,22,2,1.85
pp5,part B,STpp5.23,st-gb045,22,3,2.30
pp5,part B,STpp5.23,st-gb045,22,4,2.14
pp5,part B,STpp5.23,st-gb135,21,1,5.02
pp5,part B,STpp5.23,st-gb135,21,2,3.77
pp5,part B,STpp5.23,st-gb135,21,3,4.69
pp5,part B,STpp5.23,st-gb135,21,4,5.22
pp5,part B,STpp5.23,st-gb105,24,1,4.85
pp5,part B,STpp5.23,st-gb105,24,2,4.44
pp5,part B,STpp5.23,st-gb105,24,3,2.81
pp5,part B,STpp5.23,st-gb105,24,4,3.32
pp5,part B,STpp5.23,st-gb165,23,1,3.49
pp5,part B,STpp5.23,st-gb165,23,2,4.44
pp5,part B,STpp5.23,st-gb165,23,3,2.76
pp5,part B,STpp5.23,st-gb165,23,4,3.91
pp5,part B,STpp5.24,st-gb135,21,1,2.86
pp5,part B,STpp5.24,st-gb135,21,2,3.43
pp5,part B,STpp5.24,st-gb135,21,3,3.43
pp5,part B,STpp5.24,st-gb135,21,4,4.27
pp5,part B,STpp5.24,st-gb045,22,1,2.22
pp5,part B,STpp5.24,st-gb045,22,2,1.65
pp5,part B,STpp5.24,st-gb045,22,3,1.88
pp5,part B,STpp5.24,st-gb045,22,4,1.55
pp5,part B,STpp5.24,st-gb165,23,1,2.81
pp5,part B,STpp5.24,st-gb165,23,2,3.98
pp5,part B,STpp5.24,st-gb165,23,3,1.85
pp5,part B,STpp5.24,st-gb165,23,4,2.52
pp5,part B,STpp5.24,st-gb105,24,1,3.77
pp5,part B,STpp5.24,st-gb105,24,2,3.91
pp5,part B,STpp5.24,st-gb105,24,3,2.38
pp5,part B,STpp5.24,st-gb105,24,4,3.08
pp5,part B,STpp5.28,st-gb135,21,1,3.56
pp5,part B,STpp5.28,st-gb135,21,2,2.91
pp5,part B,STpp5.28,st-gb135,21,3,3.27
pp5,part B,STpp5.28,st-gb135,21,4,3.20
pp5,part B,STpp5.28,st-gb045,22,1,2.14
pp5,part B,STpp5.28,st-gb045,22,2,1.68
pp5,part B,STpp5.28,st-gb045,22,3,1.88
pp5,part B,STpp5.28,st-gb045,22,4,2.66
pp5,part B,STpp5.28,st-gb165,23,1,4.05
pp5,part B,STpp5.28,st-gb165,23,2,2.81
pp5,part B,STpp5.28,st-gb165,23,3,3.03
pp5,part B,STpp5.28,st-gb165,23,4,3.32
pp5,part B,STpp5.28,st-gb105,24,1,3.98
pp5,part B,STpp5.28,st-gb105,24,2,2.71
pp5,part B,STpp5.28,st-gb105,24,3,4.05
pp5,part B,STpp5.28,st-gb105,24,4,5.53
pp5,part B,STpp5.17,st-gb045,22,1,3.84
pp5,part B,STpp5.17,st-gb045,22,2,2.97
pp5,part B,STpp5.17,st-gb045,22,3,4.69
pp5,part B,STpp5.17,st-gb045,22,4,6.27
pp5,part B,STpp5.17,st-gb135,21,1,9.71
pp5,part B,STpp5.17,st-gb135,21,2,9.37
pp5,part B,STpp5.17,st-gb135,21,3,9.02
pp5,part B,STpp5.17,st-gb135,21,4,7.95
pp5,part B,STpp5.17,st-gb165,23,1,4.94
pp5,part B,STpp5.17,st-gb165,23,2,3.77
pp5,part B,STpp5.17,st-gb165,23,3,6.99
pp5,part B,STpp5.17,st-gb165,23,4,3.43
pp5,part B,STpp5.17,st-gb105,24,1,4.69
pp5,part B,STpp5.17,st-gb105,24,2,5.73
pp5,part B,STpp5.17,st-gb105,24,3,5.02
pp5,part B,STpp5.17,st-gb105,24,4,6.39
pp5,part B,STpp5.21,st-gb045,22,1,3.43
pp5,part B,STpp5.21,st-gb045,22,2,2.30
pp5,part B,STpp5.21,st-gb045,22,3,1.88
pp5,part B,STpp5.21,st-gb045,22,4,2.34
pp5,part B,STpp5.21,st-gb135,21,1,5.73
pp5,part B,STpp5.21,st-gb135,21,2,4.27
pp5,part B,STpp5.21,st-gb135,21,3,3.98
pp5,part B,STpp5.21,st-gb135,21,4,5.63
pp5,part B,STpp5.21,st-gb165,23,1,3.63
pp5,part B,STpp5.21,st-gb165,23,2,1.99
pp5,part B,STpp5.21,st-gb165,23,3,2.97
pp5,part B,STpp5.21,st-gb165,23,4,2.62
pp5,part B,STpp5.21,st-gb105,24,1,3.20
pp5,part B,STpp5.21,st-gb105,24,2,1.92
pp5,part B,STpp5.21,st-gb105,24,3,3.91
pp5,part B,STpp5.21,st-gb105,24,4,3.70
pp5,part B,STpp5.19,st-gb045,22,1,3.63
pp5,part B,STpp5.19,st-gb045,22,2,2.71
pp5,part B,STpp5.19,st-gb045,22,3,5.12
pp5,part B,STpp5.19,st-gb045,22,4,3.43
pp5,part B,STpp5.19,st-gb135,21,1,7.23
pp5,part B,STpp5.19,st-gb135,21,2,11.10
pp5,part B,STpp5.19,st-gb135,21,3,8.53
pp5,part B,STpp5.19,st-gb135,21,4,10.06
pp5,part B,STpp5.19,st-gb105,24,1,4.05
pp5,part B,STpp5.19,st-gb105,24,2,7.11
pp5,part B,STpp5.19,st-gb105,24,3,6.87
pp5,part B,STpp5.19,st-gb105,24,4,7.38
pp5,part B,STpp5.19,st-gb165,23,1,4.44
pp5,part B,STpp5.19,st-gb165,23,2,6.27
pp5,part B,STpp5.19,st-gb165,23,3,5.73
pp5,part B,STpp5.19,st-gb165,23,4,5.42
pp5,part B,STpp5.26,st-gb135,21,1,3.26
pp5,part B,STpp5.26,st-gb135,21,2,4.52
pp5,part B,STpp5.26,st-gb135,21,3,3.49
pp5,part B,STpp5.26,st-gb135,21,4,3.91
pp5,part B,STpp5.26,st-gb045,22,1,2.52
pp5,part B,STpp5.26,st-gb045,22,2,1.52
pp5,part B,STpp5.26,st-gb045,22,3,2.47
pp5,part B,STpp5.26,st-gb045,22,4,2.30
pp5,part B,STpp5.26,st-gb105,24,1,5.32
pp5,part B,STpp5.26,st-gb105,24,2,3.26
pp5,part B,STpp5.26,st-gb105,24,3,4.19
pp5,part B,STpp5.26,st-gb105,24,4,2.47
pp5,part B,STpp5.26,st-gb165,23,1,4.27
pp5,part B,STpp5.26,st-gb165,23,2,4.94
pp5,part B,STpp5.26,st-gb165,23,3,2.38
pp5,part B,STpp5.26,st-gb165,23,4,5.02
pp5,part B,STpp5.18,st-gb135,21,1,2.62
pp5,part B,STpp5.18,st-gb135,21,2,6.99
pp5,part B,STpp5.18,st-gb135,21,3,2.57
pp5,part B,STpp5.18,st-gb135,21,4,3.03
pp5,part B,STpp5.18,st-gb135,21,5,6.87
pp5,part B,STpp5.18,st-gb135,21,6,2.97
pp5,part B,STpp5.18,st-gb045,22,1,4.94
pp5,part B,STpp5.18,st-gb045,22,2,1.95
pp5,part B,STpp5.18,st-gb045,22,3,3.63
pp5,part B,STpp5.18,st-gb045,22,4,4.52
pp5,part B,STpp5.18,st-gb105,24,1,4.36
pp5,part B,STpp5.18,st-gb105,24,2,4.12
pp5,part B,STpp5.18,st-gb105,24,3,3.43
pp5,part B,STpp5.18,st-gb105,24,4,5.32
pp5,part B,STpp5.18,st-gb165,23,1,2.91
pp5,part B,STpp5.18,st-gb165,23,2,3.26
pp5,part B,STpp5.18,st-gb165,23,3,4.52
pp5,part B,STpp5.18,st-gb165,23,4,6.51
pp5,part B,STpp5.18,st-gb135,21,1,7.95
pp5,part B,STpp5.18,st-gb135,21,2,5.53
pp5,part B,STpp5.18,st-gb135,21,3,4.61
pp5,part B,STpp5.18,st-gb135,21,4,8.25
pp5,part B,STpp5.27,st-gb045,22,1,2.34
pp5,part B,STpp5.27,st-gb045,22,2,1.99
pp5,part B,STpp5.27,st-gb045,22,3,1.68
pp5,part B,STpp5.27,st-gb045,22,4,1.78
pp5,part B,STpp5.27,st-gb135,21,1,3.91
pp5,part B,STpp5.27,st-gb135,21,2,3.14
pp5,part B,STpp5.27,st-gb135,21,3,3.20
pp5,part B,STpp5.27,st-gb135,21,4,4.61
pp5,part B,STpp5.27,st-gb105,24,1,3.63
pp5,part B,STpp5.27,st-gb105,24,2,3.43
pp5,part B,STpp5.27,st-gb105,24,3,3.14
pp5,part B,STpp5.27,st-gb105,24,4,3.32
pp5,part B,STpp5.27,st-gb165,23,1,4.19
pp5,part B,STpp5.27,st-gb165,23,2,4.44
pp5,part B,STpp5.27,st-gb165,23,3,4.05
pp5,part B,STpp5.27,st-gb165,23,4,3.03
pp5,part B,STpp5.20,st-gb135,21,1,5.22
pp5,part B,STpp5.20,st-gb135,21,2,6.39
pp5,part B,STpp5.20,st-gb135,21,3,4.85
pp5,part B,STpp5.20,st-gb135,21,4,6.56
pp5,part B,STpp5.20,st-gb045,22,1,3.96
pp5,part B,STpp5.20,st-gb045,22,2,3.37
pp5,part B,STpp5.20,st-gb045,22,3,2.76
pp5,part B,STpp5.20,st-gb045,22,4,3.08
pp5,part B,STpp5.20,st-gb165,23,1,3.56
pp5,part B,STpp5.20,st-gb165,23,2,5.53
pp5,part B,STpp5.20,st-gb165,23,3,4.94
pp5,part B,STpp5.20,st-gb165,23,4,4.69
pp5,part B,STpp5.20,st-gb105,24,1,5.63
pp5,part B,STpp5.20,st-gb105,24,2,3.70
pp5,part B,STpp5.20,st-gb105,24,3,4.77
pp5,part B,STpp5.20,st-gb105,24,4,4.19
pp5,part B,STpp5.29,st-gb045,22,1,2.34
pp5,part B,STpp5.29,st-gb045,22,2,1.99
pp5,part B,STpp5.29,st-gb045,22,3,1.88
pp5,part B,STpp5.29,st-gb045,22,4,2.76
pp5,part B,STpp5.29,st-gb135,21,1,4.36
pp5,part B,STpp5.29,st-gb135,21,2,4.05
pp5,part B,STpp5.29,st-gb135,21,3,6.51
pp5,part B,STpp5.29,st-gb135,21,4,4.44
pp5,part B,STpp5.29,st-gb165,23,1,3.88
pp5,part B,STpp5.29,st-gb165,23,2,3.98
pp5,part B,STpp5.29,st-gb165,23,3,2.34
pp5,part B,STpp5.29,st-gb165,23,4,3.98
pp5,part B,STpp5.29,st-gb105,24,1,4.61
pp5,part B,STpp5.29,st-gb105,24,2,2.91
pp5,part B,STpp5.29,st-gb105,24,3,3.98
pp5,part B,STpp5.29,st-gb105,24,4,4.52
pp5,part B,STpp5.16,st-gb135,21,1,6.39
pp5,part B,STpp5.16,st-gb135,21,2,6.99
pp5,part B,STpp5.16,st-gb135,21,3,10.40
pp5,part B,STpp5.16,st-gb135,21,4,5.53
pp5,part B,STpp5.16,st-gb045,22,1,5.02
pp5,part B,STpp5.16,st-gb045,22,2,7.81
pp5,part B,STpp5.16,st-gb045,22,3,10.61
pp5,part B,STpp5.16,st-gb045,22,4,11.66
pp5,part B,STpp5.16,st-gb165,23,1,4.52
pp5,part B,STpp5.16,st-gb165,23,2,9.54
pp5,part B,STpp5.16,st-gb165,23,3,5.02
pp5,part B,STpp5.16,st-gb165,23,4,6.03
pp5,part B,STpp5.16,st-gb105,24,1,8.85
pp5,part B,STpp5.16,st-gb105,24,2,9.54
pp5,part B,STpp5.16,st-gb105,24,3,8.85
pp5,part B,STpp5.16,st-gb105,24,4,10.40
pp4,part A,STpp4.7,st-gb135,11,1,4.85
pp4,part A,STpp4.7,st-gb135,11,2,3.43
pp4,part A,STpp4.7,st-gb135,11,3,2.11
pp4,part A,STpp4.7,st-gb135,11,4,2.30
pp4,part A,STpp4.7,st-gb.135,12,1,5.22
pp4,part A,STpp4.7,st-gb.135,12,2,3.77
pp4,part A,STpp4.7,st-gb.135,12,3,3.43
pp4,part A,STpp4.7,st-gb.135,12,4,3.14
pp4,part A,STpp4.7,st-gb105,14,1,4.27
pp4,part A,STpp4.7,st-gb105,14,2,3.91
pp4,part A,STpp4.7,st-gb105,14,3,3.32
pp4,part A,STpp4.7,st-gb105,14,4,4.12
pp4,part A,STpp4.7,st-gb165,13,1,7.23
pp4,part A,STpp4.7,st-gb165,13,2,4.52
pp4,part A,STpp4.7,st-gb165,13,3,5.22
pp4,part A,STpp4.7,st-gb165,13,4,5.12
pp4,part A,STpp4.9,st-gb135,11,1,3.57
pp4,part A,STpp4.9,st-gb135,11,2,2.86
pp4,part A,STpp4.9,st-gb135,11,3,3.08
pp4,part A,STpp4.9,st-gb135,11,4,3.08
pp4,part A,STpp4.9,st-gb135,12,1,5.22
pp4,part A,STpp4.9,st-gb135,12,2,3.56
pp4,part A,STpp4.9,st-gb135,12,3,3.91
pp4,part A,STpp4.9,st-gb135,12,4,2.71
pp4,part A,STpp4.9,st-gb165,13,1,4.61
pp4,part A,STpp4.9,st-gb165,13,2,4.31
pp4,part A,STpp4.9,st-gb165,13,3,4.52
pp4,part A,STpp4.9,st-gb165,13,4,4.36
pp4,part A,STpp4.9,st-gb105,14,1,5.32
pp4,part A,STpp4.9,st-gb105,14,2,5.63
pp4,part A,STpp4.9,st-gb105,14,3,7.52
pp4,part A,STpp4.9,st-gb105,14,4,5.22
pp4,part A,STpp4.8,st-gb135,12,1,3.43
pp4,part A,STpp4.8,st-gb135,12,2,3.08
pp4,part A,STpp4.8,st-gb135,12,3,2.34
pp4,part A,STpp4.8,st-gb135,12,4,3.26
pp4,part A,STpp4.8,st-gb135,11,1,3.14
pp4,part A,STpp4.8,st-gb135,11,2,3.84
pp4,part A,STpp4.8,st-gb135,11,3,4.12
pp4,part A,STpp4.8,st-gb135,11,4,3.20
pp4,part A,STpp4.8,st-gb105,14,1,4.85
pp4,part A,STpp4.8,st-gb105,14,2,6.27
pp4,part A,STpp4.8,st-gb105,14,3,3.56
pp4,part A,STpp4.8,st-gb105,14,4,3.37
pp4,part A,STpp4.8,st-gb165,13,1,4.27
pp4,part A,STpp4.8,st-gb165,13,2,3.14
pp4,part A,STpp4.8,st-gb165,13,3,3.37
pp4,part A,STpp4.8,st-gb165,13,4,6.51
pp4,part A,STpp4.1,st-gb135,11,1,6.43
pp4,part A,STpp4.1,st-gb135,11,2,6.30
pp4,part A,STpp4.1,st-gb135,11,3,11.03
pp4,part A,STpp4.1,st-gb135,11,4,7.11
pp4,part A,STpp4.1,st-gb135,12,1,15.30
pp4,part A,STpp4.1,st-gb135,12,2,7.52
pp4,part A,STpp4.1,st-gb135,12,3,7.81
pp4,part A,STpp4.1,st-gb135,12,4,6.83
pp4,part A,STpp4.1,st-gb165,13,1,6.39
pp4,part A,STpp4.1,st-gb165,13,2,6.15
pp4,part A,STpp4.1,st-gb165,13,3,6.63
pp4,part A,STpp4.1,st-gb165,13,4,5.22
pp4,part A,STpp4.1,st-gb105,14,1,12.29
pp4,part A,STpp4.1,st-gb105,14,2,10.06
pp4,part A,STpp4.1,st-gb105,14,3,8.39
pp4,part A,STpp4.1,st-gb105,14,4,6.75
pp4,part A,STpp4.6,st-gb135,12,1,3.77
pp4,part A,STpp4.6,st-gb135,12,2,2.38
pp4,part A,STpp4.6,st-gb135,12,3,2.91
pp4,part A,STpp4.6,st-gb135,12,4,2.34
pp4,part A,STpp4.6,st-gb135,11,1,4.12
pp4,part A,STpp4.6,st-gb135,11,2,3.32
pp4,part A,STpp4.6,st-gb135,11,3,3.77
pp4,part A,STpp4.6,st-gb135,11,4,3.91
pp4,part A,STpp4.6,st-gb165,13,1,5.73
pp4,part A,STpp4.6,st-gb165,13,2,4.44
pp4,part A,STpp4.6,st-gb165,13,3,3.56
pp4,part A,STpp4.6,st-gb165,13,4,4.44
pp4,part A,STpp4.6,st-gb105,14,1,4.52
pp4,part A,STpp4.6,st-gb105,14,2,5.42
pp4,part A,STpp4.6,st-gb105,14,3,6.43
pp4,part A,STpp4.6,st-gb105,14,4,5.12
pp4,part A,STpp4.12,st-gb135,12,1,2.81
pp4,part A,STpp4.12,st-gb135,12,2,2.42
pp4,part A,STpp4.12,st-gb135,12,3,3.08
pp4,part A,STpp4.12,st-gb135,12,4,2.30
pp4,part A,STpp4.12,st-gb135,11,1,4.27
pp4,part A,STpp4.12,st-gb135,11,2,3.77
pp4,part A,STpp4.12,st-gb135,11,3,3.56
pp4,part A,STpp4.12,st-gb135,11,4,2.57
pp4,part A,STpp4.12,st-gb105,14,1,5.12
pp4,part A,STpp4.12,st-gb105,14,2,3.98
pp4,part A,STpp4.12,st-gb105,14,3,2.47
pp4,part A,STpp4.12,st-gb105,14,4,3.77
pp4,part A,STpp4.12,st-gb165,13,1,3.98
pp4,part A,STpp4.12,st-gb165,13,2,4.12
pp4,part A,STpp4.12,st-gb165,13,3,2.71
pp4,part A,STpp4.12,st-gb165,13,4,3.03
pp4,part A,STpp4.15,st-gb135,11,1,3.98
pp4,part A,STpp4.15,st-gb135,11,2,1.92
pp4,part A,STpp4.15,st-gb135,11,3,3.14
pp4,part A,STpp4.15,st-gb135,11,4,3.63
pp4,part A,STpp4.15,st-gb135,12,1,3.37
pp4,part A,STpp4.15,st-gb135,12,2,2.81
pp4,part A,STpp4.15,st-gb135,12,3,2.62
pp4,part A,STpp4.15,st-gb135,12,4,3.03
pp4,part A,STpp4.15,st-gb105,14,1,4.85
pp4,part A,STpp4.15,st-gb105,14,2,5.12
pp4,part A,STpp4.15,st-gb105,14,3,2.42
pp4,part A,STpp4.15,st-gb105,14,4,2.97
pp4,part A,STpp4.15,st-gb165,13,1,4.12
pp4,part A,STpp4.15,st-gb165,13,2,5.22
pp4,part A,STpp4.15,st-gb165,13,3,4.69
pp4,part A,STpp4.15,st-gb165,13,4,3.77
pp4,part A,STpp4.14,st-gb135,12,1,2.02
pp4,part A,STpp4.14,st-gb135,12,2,2.30
pp4,part A,STpp4.14,st-gb135,12,3,1.88
pp4,part A,STpp4.14,st-gb135,12,4,2.91
pp4,part A,STpp4.14,st-gb135,11,1,2.97
pp4,part A,STpp4.14,st-gb135,11,2,3.20
pp4,part A,STpp4.14,st-gb135,11,3,3.43
pp4,part A,STpp4.14,st-gb135,11,4,2.86
pp4,part A,STpp4.14,st-gb165,13,1,5.32
pp4,part A,STpp4.14,st-gb165,13,2,2.91
pp4,part A,STpp4.14,st-gb165,13,3,4.19
pp4,part A,STpp4.14,st-gb165,13,4,4.69
pp4,part A,STpp4.14,st-gb105,14,1,5.93
pp4,part A,STpp4.14,st-gb105,14,2,6.39
pp4,part A,STpp4.14,st-gb105,14,3,6.75
pp4,part A,STpp4.14,st-gb105,14,4,5.12
pp4,part A,STpp4.13,st-gb135,11,1,2.27
pp4,part A,STpp4.13,st-gb135,11,2,3.63
pp4,part A,STpp4.13,st-gb135,11,3,2.26
pp4,part A,STpp4.13,st-gb135,11,4,2.30
pp4,part A,STpp4.13,st-gb135,12,1,3.98
pp4,part A,STpp4.13,st-gb135,12,2,2.91
pp4,part A,STpp4.13,st-gb135,12,3,2.91
pp4,part A,STpp4.13,st-gb135,12,4,3.20
pp4,part A,STpp4.13,st-gb165,13,1,5.12
pp4,part A,STpp4.13,st-gb165,13,2,3.49
pp4,part A,STpp4.13,st-gb165,13,3,3.20
pp4,part A,STpp4.13,st-gb165,13,4,2.97
pp4,part A,STpp4.13,st-gb105,14,1,5.73
pp4,part A,STpp4.13,st-gb105,14,2,3.84
pp4,part A,STpp4.13,st-gb105,14,3,3.49
pp4,part A,STpp4.13,st-gb105,14,4,3.14
pp4,part A,STpp4.3,st-gb135,11,1,7.23
pp4,part A,STpp4.3,st-gb135,11,2,7.38
pp4,part A,STpp4.3,st-gb135,11,3,5.32
pp4,part A,STpp4.3,st-gb135,11,4,6.63
pp4,part A,STpp4.3,st-gb135,12,1,8.39
pp4,part A,STpp4.3,st-gb135,12,2,3.49
pp4,part A,STpp4.3,st-gb135,12,3,5.42
pp4,part A,STpp4.3,st-gb135,12,4,5.93
pp4,part A,STpp4.3,st-gb105,14,1,7.38
pp4,part A,STpp4.3,st-gb105,14,2,6.63
pp4,part A,STpp4.3,st-gb105,14,3,6.03
pp4,part A,STpp4.3,st-gb105,14,4,6.75
pp4,part A,STpp4.3,st-gb165,13,1,6.39
pp4,part A,STpp4.3,st-gb165,13,2,4.28
pp4,part A,STpp4.3,st-gb165,13,3,5.32
pp4,part A,STpp4.3,st-gb165,13,4,5.32
pp4,part A,STpp4.4,st-gb135,12,1,3.49
pp4,part A,STpp4.4,st-gb135,12,2,3.43
pp4,part A,STpp4.4,st-gb135,12,3,3.20
pp4,part A,STpp4.4,st-gb135,12,4,2.38
pp4,part A,STpp4.4,st-gb135,11,1,5.12
pp4,part A,STpp4.4,st-gb135,11,2,5.42
pp4,part A,STpp4.4,st-gb135,11,3,2.81
pp4,part A,STpp4.4,st-gb135,11,4,6.51
pp4,part A,STpp4.4,st-gb105,14,1,5.02
pp4,part A,STpp4.4,st-gb105,14,2,5.83
pp4,part A,STpp4.4,st-gb105,14,3,3.91
pp4,part A,STpp4.4,st-gb105,14,4,5.73
pp4,part A,STpp4.4,st-gb165,13,1,7.11
pp4,part A,STpp4.4,st-gb165,13,2,6.75
pp4,part A,STpp4.4,st-gb165,13,3,3.43
pp4,part A,STpp4.4,st-gb165,13,4,4.85
pp4,part A,STpp4.5,st-gb135,11,1,5.93
pp4,part A,STpp4.5,st-gb135,11,2,3.43
pp4,part A,STpp4.5,st-gb135,11,3,6.27
pp4,part A,STpp4.5,st-gb135,11,4,2.47
pp4,part A,STpp4.5,st-gb135,12,1,4.61
pp4,part A,STpp4.5,st-gb135,12,2,4.85
pp4,part A,STpp4.5,st-gb135,12,3,2.81
pp4,part A,STpp4.5,st-gb135,12,4,3.63
pp4,part A,STpp4.5,st-gb165,13,1,4.36
pp4,part A,STpp4.5,st-gb165,13,2,5.32
pp4,part A,STpp4.5,st-gb165,13,3,5.12
