Participant,Part,Source,File,Condition,Staircase,Score
pp6,part B,STpp6.29,pp6.29,22,3,2.81
pp6,part B,STpp6.29,pp6.29,22,4,1.99
pp6,part B,STpp6.29,st-gb135,21,1,7.81
pp6,part B,STpp6.29,st-gb135,21,2,5.42
pp6,part B,STpp6.29,st-gb135,21,3,4.61
pp6,part B,STpp6.29,st-gb135,21,4,5.73
pp6,part B,STpp6.29,st-gb165,23,1,3.84
pp6,part B,STpp6.29,st-gb165,23,2,4.12
pp6,part B,STpp6.29,st-gb165,23,3,2.76
pp6,part B,STpp6.29,st-gb165,23,4,2.76
pp6,part B,STpp6.29,st-gb105,24,1,3.70
pp6,part B,STpp6.29,st-gb105,24,2,4.69
pp6,part B,STpp6.29,st-gb105,24,3,4.05
pp6,part B,STpp6.29,st-gb105,24,4,3.49
pp6,part B,STpp6.25,st-gb045,22,1,3.26
pp6,part B,STpp6.25,st-gb045,22,2,3.20
pp6,part B,STpp6.25,st-gb045,22,3,2.66
pp6,part B,STpp6.25,st-gb045,22,4,2.22
pp6,part B,STpp6.25,st-gb135,21,1,5.42
pp6,part B,STpp6.25,st-gb135,21,2,6.75
pp6,part B,STpp6.25,st-gb135,21,3,7.95
pp6,part B,STpp6.25,st-gb135,21,4,9.20
pp6,part B,STpp6.25,st-gb165,23,1,7.38
pp6,part B,STpp6.25,st-gb165,23,2,4.12
pp6,part B,STpp6.25,st-gb165,23,3,3.70
pp6,part B,STpp6.25,st-gb165,23,4,4.05
pp6,part B,STpp6.25,pp6.25,24,1,5.12
pp6,part B,STpp6.25,pp6.25,24,2,4.69
pp6,part B,STpp6.25,pp6.25,24,3,3.49
pp6,part B,STpp6.25,pp6.25,24,4,3.63
pp6,part B,STpp6.22,st-gb135,21,1,5.73
pp6,part B,STpp6.22,st-gb135,21,2,5.83
pp6,part B,STpp6.22,st-gb135,21,3,5.42
pp6,part B,STpp6.22,st-gb135,21,4,10.61
pp6,part B,STpp6.22,st-gb045,22,1,4.44
pp6,part B,STpp6.22,st-gb045,22,2,5.53
pp6,part B,STpp6.22,st-gb045,22,3,2.42
pp6,part B,STpp6.22,st-gb045,22,4,3.32
pp6,part B,STpp6.22,st-gb105,24,1,5.42
pp6,part B,STpp6.22,st-gb105,24,2,3.70
pp6,part B,STpp6.22,st-gb105,24,3,4.27
pp6,part B,STpp6.22,st-gb105,24,4,3.63
pp6,part B,STpp6.22,st-gb165,23,1,6.72
pp6,part B,STpp6.22,st-gb165,23,2,6.99
pp6,part B,STpp6.22,st-gb165,23,3,5.73
pp6,part B,STpp6.22,st-gb165,23,4,3.56
pp6,part B,STpp6.23,st-gb045,22,1,4.05
pp6,part B,STpp6.23,st-gb045,22,2,2.97
pp6,part B,STpp6.23,st-gb045,22,3,3.32
pp6,part B,STpp6.23,st-gb045,22,4,4.05
pp6,part B,STpp6.23,st-gb135,21,1,13.00
pp6,part B,STpp6.23,st-gb135,21,2,6.15
pp6,part B,STpp6.23,st-gb135,21,3,8.85
pp6,part B,STpp6.23,st-gb135,21,4,5.93
pp6,part B,STpp6.23,st-gb105,24,1,4.36
pp6,part B,STpp6.23,st-gb105,24,2,3.98
pp6,part B,STpp6.23,st-gb105,24,3,4.94
pp6,part B,STpp6.23,st-gb105,24,4,4.27
pp6,part B,STpp6.23,st-gb165,23,1,4.77
pp6,part B,STpp6.23,st-gb165,23,2,5.53
pp6,part B,STpp6.23,st-gb165,23,3,5.02
pp6,part B,STpp6.23,st-gb165,23,4,3.70
pp6,part B,STpp6.24,st-gb135,21,1,5.32
pp6,part B,STpp6.24,st-gb135,21,2,4.05
pp6,part B,STpp6.24,st-gb135,21,3,3.37
pp6,part B,STpp6.24,st-gb135,21,4,5.22
pp6,part B,STpp6.24,st-gb045,22,1,3.49
pp6,part B,STpp6.24,st-gb045,22,2,3.77
pp6,part B,STpp6.24,st-gb045,22,3,3.91
pp6,part B,STpp6.24,st-gb045,22,4,3.26
pp6,part B,STpp6.24,pp6.24,23,1,7.23
pp6,part B,STpp6.24,pp6.24,23,2,3.26
pp6,part B,STpp6.24,pp6.24,23,3,4.19
pp6,part B,STpp6.24,pp6.24,23,4,5.32
pp6,part B,STpp6.24,st-gb105,24,1,6.63
pp6,part B,STpp6.24,st-gb105,24,2,7.66
pp6,part B,STpp6.24,st-gb105,24,3,4.19
pp6,part B,STpp6.24,st-gb105,24,4,4.36
pp6,part B,STpp6.30,st-gb135,21,1,8.53
pp6,part B,STpp6.30,st-gb135,21,2,2.91
pp6,part B,STpp6.30,st-gb135,21,3,3.98
pp6,part B,STpp6.30,st-gb135,21,4,4.36
pp6,part B,STpp6.30,pp6.30,22,1,2.91
pp6,part B,STpp6.30,pp6.30,22,2,3.77
pp6,part B,STpp6.30,pp6.30,22,3,2.86
pp6,part B,STpp6.30,pp6.30,22,4,3.63
pp6,part B,STpp6.30,st-gb165,23,1,3.56
pp6,part B,STpp6.30,st-gb165,23,2,2.86
pp6,part B,STpp6.30,st-gb165,23,3,3.77
pp6,part B,STpp6.30,st-gb165,23,4,4.44
pp6,part B,STpp6.30,st-gb105,24,1,4.69
pp6,part B,STpp6.30,st-gb105,24,2,3.26
pp6,part B,STpp6.30,st-gb105,24,3,2.86
pp6,part B,STpp6.30,st-gb105,24,4,2.38
pp6,part A,STpp6.4,st-gb135,12,1,27.98
pp6,part A,STpp6.4,st-gb135,12,2,21.60
pp6,part A,STpp6.4,st-gb135,12,3,21.60
pp6,part A,STpp6.4,st-gb135,12,4,19.08
pp6,part A,STpp6.4,st-gb135,11,1,33.58
pp6,part A,STpp6.4,st-gb135,11,2,38.05
pp6,part A,STpp6.4,st-gb135,11,3,34.82
pp6,part A,STpp6.4,st-gb135,11,4,23.75
pp6,part A,STpp6.4,st-gb105,14,1,15.90
pp6,part A,STpp6.4,st-gb105,14,2,21.60
pp6,part A,STpp6.4,st-gb105,14,3,9.71
pp6,part A,STpp6.4,st-gb105,14,4,13.25
pp6,part A,STpp6.4,st-gb165,13,1,8.85
pp6,part A,STpp6.4,st-gb165,13,2,12.50
pp6,part A,STpp6.4,st-gb165,13,3,10.82
pp6,part A,STpp6.4,st-gb165,13,4,8.10
pp6,part A,STpp6.3,st-gb135,11,1,16.80
pp6,part A,STpp6.3,st-gb135,11,2,10.82
pp6,part A,STpp6.3,st-gb135,11,3,26.42
pp6,part A,STpp6.3,st-gb135,11,4,25.47
pp6,part A,STpp6.3,st-gb135,12,1,25.47
pp6,part A,STpp6.3,st-gb135,12,2,23.32
pp6,part A,STpp6.3,st-gb135,12,3,17.40
pp6,part A,STpp6.3,st-gb135,12,4,11.87
pp6,part A,STpp6.3,st-gb105,14,1,25.90
pp6,part A,STpp6.3,st-gb105,14,2,11.03
pp6,part A,STpp6.3,st-gb105,14,3,9.37
pp6,part A,STpp6.3,st-gb105,14,4,7.23
pp6,part A,STpp6.3,st-gb165,13,1,7.52
pp6,part A,STpp6.3,st-gb165,13,2,7.11
pp6,part A,STpp6.3,st-gb165,13,3,9.71
pp6,part A,STpp6.3,st-gb165,13,4,7.95
pp6,part A,STpp6.2,st-gb135,11,1,38.05
pp6,part A,STpp6.2,st-gb135,11,2,21.24
pp6,part A,STpp6.2,st-gb135,11,3,20.52
pp6,part A,STpp6.2,st-gb135,11,4,26.42
pp6,part A,STpp6.2,st-gb135,12,1,25.47
pp6,part A,STpp6.2,st-gb135,12,2,25.04
pp6,part A,STpp6.2,st-gb135,12,3,24.18
pp6,part A,STpp6.2,st-gb135,12,4,20.52
pp6,part A,STpp6.2,st-gb165,13,1,9.06
pp6,part A,STpp6.2,st-gb165,13,2,10.23
pp6,part A,STpp6.2,st-gb165,13,3,12.50
pp6,part A,STpp6.2,st-gb165,13,4,8.53
pp6,part A,STpp6.2,st-gb105,14,1,21.24
pp6,part A,STpp6.2,st-gb105,14,2,13.75
pp6,part A,STpp6.2,st-gb105,14,3,15.30
pp6,part A,STpp6.2,st-gb105,14,4,16.80
pp6,part A,STpp6.5,st-gb135,12,1,30.52
pp6,part A,STpp6.5,st-gb135,12,2,15.00
pp6,part A,STpp6.5,st-gb135,12,3,27.46
pp6,part A,STpp6.5,st-gb135,12,4,27.46
pp6,part A,STpp6.5,st-gb165,13,1,10.06
pp6,part A,STpp6.5,st-gb165,13,2,7.66
pp6,part A,STpp6.5,st-gb165,13,3,11.87
pp6,part A,STpp6.5,st-gb165,13,4,7.11
pp6,part A,STpp6.5,st-gb105,14,1,7.81
pp6,part A,STpp6.5,st-gb105,14,2,11.24
pp6,part A,STpp6.5,st-gb105,14,3,6.27
pp6,part A,STpp6.5,st-gb105,14,4,6.15
pp6,part A,STpp6.10,st-gb135,12,1,8.85
pp6,part A,STpp6.10,st-gb135,12,2,6.99
pp6,part A,STpp6.10,st-gb135,12,3,11.45
pp6,part A,STpp6.10,st-gb135,12,4,8.39
pp6,part A,STpp6.10,st-gb135,11,1,11.66
pp6,part A,STpp6.10,st-gb135,11,2,12.29
pp6,part A,STpp6.10,st-gb135,11,3,9.88
pp6,part A,STpp6.10,st-gb135,11,4,8.39
pp6,part A,STpp6.10,st-gb165,13,1,6.27
pp6,part A,STpp6.10,st-gb165,13,2,5.73
pp6,part A,STpp6.10,st-gb165,13,3,6.15
pp6,part A,STpp6.10,st-gb165,13,4,5.02
pp6,part A,STpp6.10,st-gb105,14,1,7.66
pp6,part A,STpp6.10,st-gb105,14,2,6.51
pp6,part A,STpp6.10,st-gb105,14,3,6.27
pp6,part A,STpp6.10,st-gb105,14,4,3.77
pp6,part A,STpp6.11,st-gb135,11,1,6.51
pp6,part A,STpp6.11,st-gb135,11,2,5.12
pp6,part A,STpp6.11,st-gb135,11,3,6.03
pp6,part A,STpp6.11,st-gb135,11,4,9.02
pp6,part A,STpp6.11,st-gb135,12,1,9.37
pp6,part A,STpp6.11,st-gb135,12,2,9.71
pp6,part A,STpp6.11,st-gb135,12,3,8.53
pp6,part A,STpp6.11,st-gb135,12,4,8.68
pp6,part A,STpp6.11,st-gb105,14,1,7.66
pp6,part A,STpp6.11,st-gb105,14,2,12.50
pp6,part A,STpp6.11,st-gb105,14,3,9.54
pp6,part A,STpp6.11,st-gb105,14,4,5.53
pp6,part A,STpp6.11,st-gb165,13,1,5.42
pp6,part A,STpp6.11,st-gb165,13,2,6.39
pp6,part A,STpp6.11,st-gb165,13,3,5.42
pp6,part A,STpp6.11,st-gb165,13,4,4.36
pp6,part A,STpp6.9,st-gb135,11,1,18.72
pp6,part A,STpp6.9,st-gb135,11,2,11.24
pp6,part A,STpp6.9,st-gb135,11,3,9.37
pp6,part A,STpp6.9,st-gb135,11,4,11.03
pp6,part A,STpp6.9,st-gb135,12,1,18.36
pp6,part A,STpp6.9,st-gb135,12,2,16.50
pp6,part A,STpp6.9,st-gb135,12,3,10.82
pp6,part A,STpp6.9,st-gb135,12,4,14.50
pp6,part A,STpp6.9,st-gb165,13,1,9.71
pp6,part A,STpp6.9,st-gb165,13,2,4.52
pp6,part A,STpp6.9,st-gb165,13,3,4.61
pp6,part A,STpp6.9,st-gb165,13,4,4.69
pp6,part A,STpp6.9,st-gb165,14,1,7.38
pp6,part A,STpp6.9,st-gb165,14,2,7.23
pp6,part A,STpp6.9,st-gb165,14,3,6.15
pp6,part A,STpp6.9,st-gb165,14,4,3.63
pp6,part A,STpp6.7,st-gb135,11,1,6.99
pp6,part A,STpp6.7,st-gb135,11,2,10.06
pp6,part A,STpp6.7,st-gb135,11,3,5.02
pp6,part A,STpp6.7,st-gb135,11,4,8.85
pp6,part A,STpp6.7,st-gb135,12,1,6.63
pp6,part A,STpp6.7,st-gb135,12,2,7.38
pp6,part A,STpp6.7,st-gb135,12,3,9.54
pp6,part A,STpp6.7,st-gb135,12,4,14.75
pp6,part A,STpp6.7,st-gb165,13,1,6.39
pp6,part A,STpp6.7,st-gb165,13,2,4.44
pp6,part A,STpp6.7,st-gb165,13,3,5.32
pp6,part A,STpp6.7,st-gb165,13,4,6.03
pp6,part A,STpp6.7,st-gb105,14,1,6.87
pp6,part A,STpp6.7,st-gb105,14,2,5.42
pp6,part A,STpp6.7,st-gb105,14,3,4.69
pp6,part A,STpp6.7,st-gb105,14,4,8.39
pp6,part A,STpp6.6,st-gb135,11,1,11.66
pp6,part A,STpp6.6,st-gb135,11,2,11.03
pp6,part A,STpp6.6,st-gb135,11,3,10.23
pp6,part A,STpp6.6,st-gb135,11,4,6.27
pp6,part A,STpp6.6,st-gb165,13,1,14.50
pp6,part A,STpp6.6,st-gb165,13,2,9.54
pp6,part A,STpp6.6,st-gb165,13,3,4.77
pp6,part A,STpp6.6,st-gb165,13,4,4.77
pp6,part A,STpp6.6,st-gb105,14,1,6.99
pp6,part A,STpp6.6,st-gb105,14,2,6.63
pp6,part A,STpp6.6,st-gb105,14,3,5.53
pp6,part A,STpp6.6,st-gb105,14,4,4.61
pp6,part A,STpp6.1,st-gb135,11,1,34.82
pp6,part A,STpp6.1,st-gb135,11,2,39.17
pp6,part A,STpp6.1,st-gb135,11,3,30.58
pp6,part A,STpp6.1,st-gb135,11,4,38.37
pp6,part A,STpp6.1,st-gb135,12,1,0.00
pp6,part A,STpp6.1,st-gb135,12,2,33.17
pp6,part A,STpp6.1,st-gb135,12,3,38.24
pp6,part A,STpp6.1,st-gb135,12,4,32.65
pp6,part A,STpp6.1,st-gb165,13,1,37.30
pp6,part A,STpp6.1,st-gb165,13,2,36.06
pp6,part A,STpp6.1,st-gb165,13,3,37.30
pp6,part A,STpp6.1,st-gb165,13,4,37.30
pp6,part A,STpp6.1,st-gb105,14,1,34.82
pp6,part A,STpp6.1,st-gb105,14,2,37.30
pp6,part A,STpp6.1,st-gb105,14,3,38.55
pp6,part A,STpp6.1,st-gb105,14,4,35.53
pp6,part A,STpp6.8,st-gb135,12,1,9.37
pp6,part A,STpp6.8,st-gb135,12,2,9.02
pp6,part A,STpp6.8,st-gb135,12,3,17.70
pp6,part A,STpp6.8,st-gb135,12,4,11.66
pp6,part A,STpp6.8,st-gb135,11,1,6.75
pp6,part A,STpp6.8,st-gb135,11,2,6.27
pp6,part A,STpp6.8,st-gb135,11,3,9.20
pp6,part A,STpp6.8,st-gb135,11,4,9.71
pp6,part A,STpp6.8,st-gb105,14,1,9.37
pp6,part A,STpp6.8,st-gb105,14,2,9.20
pp6,part A,STpp6.8,st-gb105,14,3,6.51
pp6,part A,STpp6.8,st-gb105,14,4,9.20
pp6,part A,STpp6.8,st-gb165,13,1,6.75
pp6,part A,STpp6.8,st-gb165,13,2,4.52
pp6,part A,STpp6.8,st-gb165,13,3,6.75
pp6,part A,STpp6.8,st-gb165,13,4,5.63
pp6,part A,STpp6.14,st-gb135,12,1,10.40
pp6,part A,STpp6.14,st-gb135,12,2,6.99
pp6,part A,STpp6.14,st-gb135,12,3,4.61
pp6,part A,STpp6.14,st-gb135,12,4,7.66
pp6,part A,STpp6.14,st-gb135,11,1,6.51
pp6,part A,STpp6.14,st-gb135,11,2,4.85
pp6,part A,STpp6.14,st-gb135,11,3,4.19
pp6,part A,STpp6.14,st-gb135,11,4,5.53
pp6,part A,STpp6.14,st-gb165,13,1,5.22
pp6,part A,STpp6.14,st-gb165,13,2,3.63
pp6,part A,STpp6.14,st-gb165,13,3,5.83
pp6,part A,STpp6.14,st-gb165,13,4,6.27
pp6,part A,STpp6.14,st-gb105,14,1,6.15
pp6,part A,STpp6.14,st-gb105,14,2,7.95
pp6,part A,STpp6.14,st-gb105,14,3,8.25
pp6,part A,STpp6.14,st-gb105,14,4,4.94
pp6,part A,STpp6.13,st-gb135,11,1,6.75
pp6,part A,STpp6.13,st-gb135,11,2,5.93
pp6,part A,STpp6.13,st-gb135,11,3,7.66
pp6,part A,STpp6.13,st-gb135,11,4,5.63
pp6,part A,STpp6.13,st-gb135,12,1,10.40
pp6,part A,STpp6.13,st-gb135,12,2,6.51
pp6,part A,STpp6.13,st-gb135,12,3,7.81
pp6,part A,STpp6.13,st-gb135,12,4,8.53
pp6,part A,STpp6.13,st-gb165,13,1,8.85
pp6,part A,STpp6.13,st-gb165,13,2,4.12
pp6,part A,STpp6.13,st-gb165,13,3,3.49
pp6,part A,STpp6.13,st-gb165,13,4,3.77
pp6,part A,STpp6.13,st-gb105,14,1,6.75
pp6,part A,STpp6.13,st-gb105,14,2,5.32
pp6,part A,STpp6.13,st-gb105,14,3,5.32
pp6,part A,STpp6.13,st-gb105,14,4,8.39
pp6,part A,STpp6.12,st-gb135,12,1,13.25
pp6,part A,STpp6.12,st-gb135,12,2,9.02
pp6,part A,STpp6.12,st-gb135,12,3,11.19
pp6,part A,STpp6.12,st-gb135,12,4,11.45
pp6,part A,STpp6.12,st-gb135,11,1,7.95
pp6,part A,STpp6.12,st-gb135,11,2,8.85
pp6,part A,STpp6.12,st-gb135,11,3,4.77
pp6,part A,STpp6.12,st-gb135,11,4,6.03
pp6,part A,STpp6.12,st-gb105,14,1,6.15
pp6,part A,STpp6.12,st-gb105,14,2,6.48
pp6,part A,STpp6.12,st-gb105,14,3,5.02
pp6,part A,STpp6.12,st-gb105,14,4,5.32
pp6,part A,STpp6.12,st-gb165,13,1,5.22
pp6,part A,STpp6.12,st-gb165,13,2,5.53
pp6,part A,STpp6.12,st-gb165,13,3,4.94
pp6,part A,STpp6.12,st-gb165,13,4,5.73
pp6,part A,STpp6.15,st-gb135,11,1,4.61
pp6,part A,STpp6.15,st-gb135,11,2,4.05
pp6,part A,STpp6.15,st-gb135,11,3,9.02
pp6,part A,STpp6.15,st-gb135,11,4,6.03
pp6,part A,STpp6.15,st-gb135,12,1,6.99
pp6,part A,STpp6.15,st-gb135,12,2,5.83
pp6,part A,STpp6.15,st-gb135,12,3,11.45
pp6,part A,STpp6.15,st-gb135,12,4,6.39
pp6,part A,STpp6.15,st-gb105,14,1,3.98
pp6,part A,STpp6.15,st-gb105,14,2,5.24
pp6,part A,STpp6.15,st-gb105,14,3,4.85
